지점,일시,풍속(m/s),풍향(deg),GUST풍속(m/s),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
22185,2021-01-08 18:00,8.7,356,11.1,3.9,2.5,1.8,7.1,273
22185,2021-01-08 19:00,7.2,15,10.2,3.5,2.3,1.6,7.1,292
22185,2021-01-08 20:00,7.7,7,10.3,4.6,2.2,1.6,5.8,290
22185,2021-01-08 21:00,7.8,15,10.7,4.3,2.2,1.6,7.1,277
22185,2021-01-08 22:00,7.9,19,10.3,4.2,2.4,1.7,6.4,303
22185,2021-01-08 23:00,8.1,15,10.3,4.1,2.5,1.8,7.1,282
22185,2021-01-09 00:00,8.3,24,11.4,3,2,1.4,7.1,290
22185,2021-01-09 01:00,7.7,21,11,3.7,2,1.4,8,278
22185,2021-01-09 02:00,7.7,27,10.1,3.1,1.8,1.3,7.1,294
22185,2021-01-09 03:00,10.1,26,13.6,3,1.9,1.3,7.1,270
22185,2021-01-09 04:00,9.8,21,12.4,3.1,1.9,1.3,7.1,280
22185,2021-01-09 05:00,9.2,21,12.1,3.1,1.8,1.3,7.1,285
22185,2021-01-09 06:00,7.3,19,10,3.8,1.9,1.3,7.1,288
22185,2021-01-09 07:00,6.3,40,8.9,2.6,1.8,1.3,7.1,284
22185,2021-01-09 08:00,4.3,36,6.8,2.6,1.8,1.3,7.1,294
22185,2021-01-09 09:00,3.8,64,6.6,3,1.6,1.1,6.4,273
22185,2021-01-09 10:00,4,61,6.1,2.3,1.4,1,7.1,280
22185,2021-01-09 11:00,5.9,59,9,2.1,1.3,.9,6.4,288
22185,2021-01-09 12:00,5.4,26,7.1,1.7,1.1,.8,7.1,279
22185,2021-01-09 13:00,3.6,21,5.8,1.8,1.1,.8,7.1,294
22185,2021-01-09 14:00,5.1,356,7.8,1.5,1.1,.8,6.4,294
22185,2021-01-09 15:00,5.2,2,7.6,2,1.1,.8,6.4,289
22185,2021-01-09 16:00,6.9,353,9.9,1.6,1.1,.8,7.1,282
22185,2021-01-09 17:00,6.2,346,8.7,1.8,1.1,.8,6.4,281
22185,2021-01-09 18:00,5.8,346,8.4,1.9,1.2,.9,6.4,271
22185,2021-01-09 19:00,5.5,9,6.9,2.1,1.3,1,6.4,268
22185,2021-01-09 20:00,7,353,9.1,2.8,1.6,1.1,7.1,273
22185,2021-01-09 21:00,6.2,15,7.8,3.2,1.8,1.3,6.4,290
22185,2021-01-09 22:00,5.6,26,7.6,2.8,1.8,1.3,7.1,288
22185,2021-01-09 23:00,5.5,23,7.5,2.3,1.8,1.3,6.4,296
22185,2021-01-10 00:00,5.1,38,6.8,2.8,1.6,1.1,6.4,302
22185,2021-01-10 01:00,4.1,42,6.5,2.3,1.6,1.1,7.1,309
22185,2021-01-10 02:00,4.7,41,7,2.5,1.7,1.2,6.4,293
22185,2021-01-10 03:00,5,47,6.9,2.6,1.5,1.1,6.4,299
22185,2021-01-10 04:00,4.5,38,7.5,2.3,1.4,1,6.4,296
22185,2021-01-10 05:00,5.7,28,7.7,2,1.4,1,7.1,296
22185,2021-01-10 06:00,7,26,9.3,1.9,1.3,.9,6.4,290
22185,2021-01-10 07:00,5.3,37,7.9,1.8,1.1,.8,6.4,285
22185,2021-01-10 08:00,4.7,66,6.7,1.8,1.2,.9,5.8,284
22185,2021-01-10 09:00,4.3,74,6.2,2.1,1.2,.8,5.8,284
22185,2021-01-10 10:00,3.8,95,6,1.9,1,.7,5.8,285
22185,2021-01-10 11:00,4,111,5.6,1.6,1,.7,6.4,300
22185,2021-01-10 12:00,4.4,118,6.5,1.6,1,.7,5.8,297
22185,2021-01-10 13:00,5.3,149,8.2,1.4,.8,.6,5.8,310
22185,2021-01-10 14:00,6.3,148,7.9,1.4,.8,.6,6.4,315
22185,2021-01-10 15:00,8.1,160,10.2,1.3,.8,.6,5.8,312
22185,2021-01-10 16:00,9.3,174,11.6,1.7,.9,.6,5.3,275
22185,2021-01-10 17:00,8,187,11.2,1.6,1,.7,3.2,177
22185,2021-01-10 18:00,11.7,87,13.8,1.8,1.1,.8,3.4,167
22185,2021-01-10 19:00,11,68,14.1,1.7,1.1,.8,3.4,102
22185,2021-01-10 20:00,9.3,47,12,2.3,1.5,1.1,3.8,97
22185,2021-01-10 21:00,8.7,40,10.9,2.7,1.5,1.1,7.1,286
22185,2021-01-10 22:00,5.6,21,8.7,2.4,1.5,1.1,7.1,292
22185,2021-01-10 23:00,5.6,1,8,2.5,1.7,1.2,7.1,299
22185,2021-01-11 00:00,7.4,5,9.7,2.1,1.3,.9,6.4,291
22185,2021-01-11 01:00,7.1,0,9.8,2.1,1.3,.9,6.4,301
22185,2021-01-11 02:00,8.2,2,11.9,1.9,1.3,.9,5.8,288
22185,2021-01-11 03:00,8.7,14,11.2,2.1,1.2,.9,6.4,301
22185,2021-01-11 04:00,7.4,19,10.5,1.9,1.2,.9,7.1,300
22185,2021-01-11 05:00,5,27,6.9,1.7,1,.7,5.8,287
22185,2021-01-11 06:00,4.2,27,6,1.7,1,.7,7.1,295
22185,2021-01-11 07:00,3.3,56,5,1.6,.8,.6,5.8,287
22185,2021-01-11 08:00,3,68,4.9,1.3,.8,.6,5.8,278
22185,2021-01-11 09:00,3,82,4.5,1.5,.8,.6,5.8,283
22185,2021-01-11 10:00,3.1,95,4.8,1,.6,.4,5.3,292
22185,2021-01-11 11:00,2.6,101,4.3,1,.6,.5,5.3,288
22185,2021-01-11 12:00,3.1,116,4.6,1,.7,.5,4.9,278
22185,2021-01-11 13:00,3,129,4.7,.7,.5,.4,5.3,286
22185,2021-01-11 14:00,3.2,115,4.8,.9,.5,.3,5.3,311
22185,2021-01-11 15:00,2.6,134,4.4,.8,.5,.3,5.3,308
22185,2021-01-11 16:00,4.8,118,6.4,.7,.5,.3,5.8,313
22185,2021-01-11 17:00,4.5,111,6.2,.8,.4,.3,5.8,303
22185,2021-01-11 18:00,5.2,108,7.2,.6,.4,.3,4.6,271
22185,2021-01-11 19:00,4.9,115,6.9,.7,.4,.3,5.8,289
22185,2021-01-11 20:00,5.2,97,6.5,.8,.4,.3,5.8,258
22185,2021-01-11 21:00,5.4,104,6.8,.6,.4,.3,2.1,95
22185,2021-01-11 22:00,6.1,102,7.8,.6,.4,.3,2.4,100
22185,2021-01-11 23:00,6.5,91,8.1,.9,.5,.3,2.9,114
22185,2021-01-12 00:00,6.3,94,8.1,.9,.5,.4,3.6,91
22185,2021-01-12 01:00,6.1,86,7.5,.9,.6,.4,3.8,107
22185,2021-01-12 02:00,4.2,78,6,1,.6,.4,3.6,149
22185,2021-01-12 03:00,3.7,89,5,.9,.6,.4,3.2,145
22185,2021-01-12 04:00,3.2,120,4.8,.9,.6,.4,3.2,107
22185,2021-01-12 05:00,3.5,161,5.3,.9,.6,.4,3,145
22185,2021-01-12 06:00,4,192,5.2,.7,.5,.3,4.9,266
22185,2021-01-12 07:00,2.8,200,5.2,.6,.4,.3,4.9,268
22185,2021-01-12 08:00,8.2,270,10.5,.8,.5,.3,4.9,248
22185,2021-01-12 09:00,7.4,269,10,1.4,.8,.6,4.3,268
22185,2021-01-12 10:00,6.4,256,9.2,2.2,1.2,.9,5.3,280
22185,2021-01-12 11:00,6.6,261,8.6,2.2,1.5,1.1,5.8,293
22185,2021-01-12 12:00,7.4,245,11.1,2.5,1.5,1,5.3,286
22185,2021-01-12 13:00,7.1,246,9.2,2.8,1.8,1.3,5.8,306
22185,2021-01-12 14:00,10.4,258,13.1,2.8,1.9,1.3,6.4,315
22185,2021-01-12 15:00,10.2,261,12.4,3.2,1.9,1.4,5.8,306
22185,2021-01-12 16:00,9.3,266,11.2,2.9,1.7,1.2,5.8,271
22185,2021-01-12 17:00,9,255,11.6,2.7,1.7,1.2,6.4,308
22185,2021-01-12 18:00,9.1,270,11.8,2.7,1.6,1.2,6.4,304
22185,2021-01-12 19:00,7.8,256,10,2.8,1.7,1.2,5.8,271
22185,2021-01-12 20:00,7.2,260,9.4,2.4,1.6,1.1,6.4,286
22185,2021-01-12 21:00,8.2,251,10.3,3.2,1.7,1.2,7.1,295
22185,2021-01-12 22:00,8.8,245,11.4,3.4,2,1.4,6.4,265
22185,2021-01-12 23:00,8.7,251,12.3,3.3,1.9,1.3,6.4,273
22185,2021-01-13 00:00,9.2,255,11.2,3.2,1.8,1.3,5.8,251
22185,2021-01-13 01:00,7.9,258,10.2,3.1,1.9,1.4,6.4,265
22185,2021-01-13 02:00,9.2,255,11.5,3.4,2,1.4,6.4,236
22185,2021-01-13 03:00,6.9,256,8.5,3.3,2,1.4,5.8,273
22185,2021-01-13 04:00,5.8,253,7.8,2.8,2,1.4,6.4,256
22185,2021-01-13 05:00,6.1,254,7.8,2.9,1.8,1.3,6.4,272
22185,2021-01-13 06:00,6.2,239,8,3.2,1.7,1.2,7.1,270
22185,2021-01-13 07:00,6.8,233,8.8,2.9,1.7,1.2,6.4,271
22185,2021-01-13 08:00,6.3,227,8.1,2.7,1.5,1.1,7.1,262
22185,2021-01-13 09:00,6.6,225,8,2.5,1.5,1.1,7.1,257
22185,2021-01-13 10:00,6.1,227,7.7,2.6,1.5,1.1,6.4,238
22185,2021-01-13 11:00,4.6,216,5.6,2.8,1.5,1.1,5.8,238
22185,2021-01-13 12:00,5.2,211,6.3,2.6,1.5,1.1,6.4,228
22185,2021-01-13 13:00,5,217,5.8,2.3,1.7,1.2,5.8,236
22185,2021-01-13 14:00,5.4,225,6.3,3,1.8,1.2,6.4,234
22185,2021-01-13 15:00,5.7,236,6.9,2.3,1.7,1.2,6.4,237
22185,2021-01-13 16:00,4.8,262,6.4,2.8,1.8,1.3,7.1,219
22185,2021-01-13 17:00,6.3,293,7.9,2.7,1.7,1.2,6.4,237
22185,2021-01-13 18:00,6.2,325,7.8,2.6,1.6,1.1,7.1,206
22185,2021-01-13 19:00,5.1,328,6.5,2.8,1.4,1,7.1,241
22185,2021-01-13 20:00,6.2,343,8.7,2.3,1.6,1.1,7.1,229
22185,2021-01-13 21:00,7.8,345,9.4,2.3,1.6,1.1,7.1,231
22185,2021-01-13 22:00,5,344,6.3,2.3,1.5,1,7.1,228
22185,2021-01-13 23:00,4.6,355,6,2,1.4,1,7.1,223
22185,2021-01-14 00:00,8.4,359,10.2,2.3,1.5,1.1,7.1,219
22185,2021-01-14 01:00,8.4,2,10.2,2.2,1.5,1.1,7.1,213
22185,2021-01-14 02:00,6.7,9,8.2,2,1.3,1,7.1,208
22185,2021-01-14 03:00,6,4,7.8,2,1.2,.8,6.4,237
22185,2021-01-14 04:00,2.8,346,4.1,1.9,1.3,.9,6.4,208
22185,2021-01-14 05:00,4.7,357,5.9,1.9,1.2,.8,5.3,309
22185,2021-01-14 06:00,4.7,24,6.2,1.8,1.1,.8,6.4,222
22185,2021-01-14 07:00,5.1,38,6.4,1.9,1,.7,7.1,227
22185,2021-01-14 08:00,6.4,57,7.6,1.8,.9,.7,6.4,242
22185,2021-01-14 09:00,6.8,62,7.9,1.4,1,.7,7.1,232
22185,2021-01-14 10:00,7.4,64,8.8,1.6,.9,.6,7.1,229
22185,2021-01-14 11:00,6.7,83,8,1.5,.9,.6,6.4,231
22185,2021-01-14 12:00,5.6,115,7.2,1.6,.9,.6,7.1,204
22185,2021-01-14 13:00,4.5,110,5.6,1.4,.8,.6,7.1,198
22185,2021-01-14 14:00,5,102,6,1.3,.8,.5,5.8,208
22185,2021-01-14 15:00,5.3,85,6.5,1.1,.7,.5,6.4,185
22185,2021-01-14 16:00,5.1,79,5.9,1.1,.7,.5,6.4,203
22185,2021-01-14 17:00,5,79,6.5,.9,.6,.4,5.8,209
22185,2021-01-14 18:00,5,65,5.8,.9,.6,.4,5.8,216
22185,2021-01-14 19:00,6.9,92,8.3,1,.6,.4,5.3,200
22185,2021-01-14 20:00,6.3,94,7.7,.8,.6,.5,5.8,210
22185,2021-01-14 21:00,4.9,111,5.9,1.2,.6,.4,5.8,219
22185,2021-01-14 22:00,5.7,132,6.8,1,.6,.4,6.4,218
22185,2021-01-14 23:00,4.5,146,5.4,.9,.5,.4,2.8,92
22185,2021-01-15 00:00,2.9,125,3.6,.8,.5,.4,6.4,188
22185,2021-01-15 01:00,1.3,146,2.1,.7,.4,.3,5.8,209
22185,2021-01-15 02:00,1.8,55,2.5,.9,.5,.4,5.3,205
22185,2021-01-15 03:00,5,161,5.9,.9,.5,.4,5.3,193
22185,2021-01-15 04:00,7.5,165,8.8,1.3,.8,.6,3.8,181
22185,2021-01-15 05:00,8.9,178,10.5,1.9,.9,.6,3.2,182
22185,2021-01-15 06:00,8.4,176,10,1.7,1,.7,4,186
22185,2021-01-15 07:00,6.7,179,7.7,1.7,1.1,.8,4.3,178
22185,2021-01-15 08:00,8,185,10,1.6,1,.7,4.6,182
22185,2021-01-15 09:00,7.9,179,9.7,1.4,.9,.7,4.9,183
22185,2021-01-15 10:00,7.2,186,8.9,1.5,1,.7,4.9,212
22185,2021-01-15 11:00,7.9,205,10.1,1.7,1,.7,5.3,215
22185,2021-01-15 12:00,6.1,219,7.1,1.7,1.1,.8,5.3,215
22185,2021-01-15 13:00,5.7,279,6.7,2,1.2,.9,5.3,194
